0.0,GENDATA,Data00000000,sensor-000,1024
0.0,GENDATA,Data00007358,sensor-010,1024
0.0,GENDATA,Data00005886,sensor-008,1024
0.0,GENDATA,Data00008104,sensor-011,1024
0.0,GENDATA,Data00008838,sensor-012,1024
0.0,GENDATA,Data00009584,sensor-013,1024
0.0,GENDATA,Data00005150,sensor-007,1024
0.0,GENDATA,Data00028711,sensor-039,1024
0.0,GENDATA,Data00010335,sensor-014,1024
0.0,GENDATA,Data00011085,sensor-015,1024
0.0,GENDATA,Data00011821,sensor-016,1024
0.0,GENDATA,Data00004413,sensor-006,1024
0.0,GENDATA,Data00012527,sensor-017,1024
0.0,GENDATA,Data00026512,sensor-036,1024
0.0,GENDATA,Data00013248,sensor-018,1024
0.0,GENDATA,Data00013988,sensor-019,1024
0.0,GENDATA,Data00014723,sensor-020,1024
0.0,GENDATA,Data00003706,sensor-005,1024
0.0,GENDATA,Data00015455,sensor-021,1024
0.0,GENDATA,Data00017691,sensor-024,1024
0.0,GENDATA,Data00016941,sensor-023,1024
0.0,GENDATA,Data00000733,sensor-001,1024
0.0,GENDATA,Data00002968,sensor-004,1024
0.0,GENDATA,Data00018428,sensor-025,1024
0.0,GENDATA,Data00025813,sensor-035,1024
0.0,GENDATA,Data00019175,sensor-026,1024
0.0,GENDATA,Data00002242,sensor-003,1024
0.0,GENDATA,Data00027998,sensor-038,1024
0.0,GENDATA,Data00019902,sensor-027,1024
0.0,GENDATA,Data00020682,sensor-028,1024
0.0,GENDATA,Data00021411,sensor-029,1024
0.0,GENDATA,Data00022150,sensor-030,1024
0.0,GENDATA,Data00027255,sensor-037,1024
0.0,GENDATA,Data00001477,sensor-002,1024
0.0,GENDATA,Data00022905,sensor-031,1024
0.0,GENDATA,Data00023647,sensor-032,1024
0.0,GENDATA,Data00006638,sensor-009,1024
0.0,GENDATA,Data00024389,sensor-033,1024
0.0,GENDATA,Data00025098,sensor-034,1024
0.0,GENDATA,Data00016211,sensor-022,1024
0,BUSDEPART,car-001 ,station-001
0,BUSDEPART,bus-005,station-001
0,BUSDEPART,bus-004,station-001
0,BUSDEPART,bus-003,station-001
0,BUSDEPART,bus-002,station-001
0,BUSDEPART,bus-001,station-001
0,BUSDEPART,car-002,station-001
0.1,TRANSDATA,Data00011085,1024,sensor-015,station-001
0.1,TRANSDATA,Data00011821,1024,sensor-016,station-001
0.1,TRANSDATA,Data00004413,1024,sensor-006,station-000
0.1,TRANSDATA,Data00012527,1024,sensor-017,station-001
0.1,TRANSDATA,Data00026512,1024,sensor-036,station-003
0.1,TRANSDATA,Data00013248,1024,sensor-018,station-001
0.1,TRANSDATA,Data00013988,1024,sensor-019,station-001
0.1,TRANSDATA,Data00014723,1024,sensor-020,station-002
0.1,TRANSDATA,Data00003706,1024,sensor-005,station-000
0.1,TRANSDATA,Data00015455,1024,sensor-021,station-002
0.1,TRANSDATA,Data00016211,1024,sensor-022,station-002
