14400,SUCCESS,Data00000198,1024,14400,4
14400,SUCCESS,Data00000189,1024,14400,4
14400,SUCCESS,Data00000180,1024,14400,4
14400,SUCCESS,Data00000173,1024,14400,4
14400,SUCCESS,Data00000168,1024,14400,4
14400,SUCCESS,Data00000162,1024,14400,4
14400,SUCCESS,Data00000157,1024,14400,4
14400,SUCCESS,Data00000149,1024,14400,4
14400,SUCCESS,Data00000141,1024,14400,4
14400,SUCCESS,Data00000132,1024,14400,4
14400,SUCCESS,Data00000150,1024,14391,4
14400,SUCCESS,Data00000174,1024,14390,4
14400,SUCCESS,Data00000151,1024,14389,4
14400,SUCCESS,Data00000163,1024,14376,4
14400,SUCCESS,Data00000142,1024,14376,4
14400,SUCCESS,Data00000152,1024,14373,4
14400,SUCCESS,Data00000181,1024,14372,4
14400,SUCCESS,Data00000199,1024,14370,4
14400,SUCCESS,Data00000190,1024,14368,4
14400,SUCCESS,Data00000169,1024,14362,4
14400,SUCCESS,Data00000158,1024,14358,4
14400,SUCCESS,Data00000133,1024,14356,4
14400,SUCCESS,Data00000164,1024,14351,4
14400,SUCCESS,Data00000191,1024,14340,4
14400,SUCCESS,Data00000182,1024,14336,4
14400,SUCCESS,Data00000134,1024,14333,4
14400,SUCCESS,Data00000175,1024,14331,4
14400,SUCCESS,Data00000135,1024,14331,4
14400,SUCCESS,Data00000176,1024,14331,4
14400,SUCCESS,Data00000153,1024,14330,4
14400,SUCCESS,Data00000170,1024,14329,4
14400,SUCCESS,Data00000159,1024,14328,4
14400,SUCCESS,Data00000136,1024,14327,4
14400,SUCCESS,Data00000200,1024,14327,4
14400,SUCCESS,Data00000143,1024,14322,4
14400,SUCCESS,Data00000177,1024,14320,4
14400,SUCCESS,Data00000160,1024,14315,4
14400,SUCCESS,Data00000192,1024,14311,4
14400,SUCCESS,Data00000201,1024,14307,4
14400,SUCCESS,Data00000165,1024,14306,4
14400,SUCCESS,Data00000154,1024,14303,4
14400,SUCCESS,Data00000202,1024,14295,4
14400,SUCCESS,Data00000183,1024,14295,4
14400,SUCCESS,Data00000137,1024,14293,4
14400,SUCCESS,Data00000166,1024,14292,4
14400,SUCCESS,Data00000193,1024,14286,4
14400,SUCCESS,Data00000178,1024,14285,4
14400,SUCCESS,Data00000138,1024,14282,4
14400,SUCCESS,Data00000194,1024,14279,4
14400,SUCCESS,Data00000195,1024,14277,4
14400,SUCCESS,Data00000155,1024,14276,4
14400,SUCCESS,Data00000171,1024,14275,4
14400,SUCCESS,Data00000144,1024,14273,4
14400,SUCCESS,Data00000184,1024,14271,4
14400,SUCCESS,Data00000145,1024,14268,4
