14400,SUCCESS,Data00000203,1024,14268,4
14400,SUCCESS,Data00000161,1024,14267,4
14400,SUCCESS,Data00000196,1024,14260,4
14400,SUCCESS,Data00000167,1024,14260,4
14400,SUCCESS,Data00000185,1024,14259,4
14400,SUCCESS,Data00000172,1024,14249,4
14400,SUCCESS,Data00000186,1024,14249,4
14400,SUCCESS,Data00000146,1024,14244,4
14400,SUCCESS,Data00000197,1024,14242,4
14400,SUCCESS,Data00000187,1024,14241,4
14400,SUCCESS,Data00000139,1024,14240,4
14400,SUCCESS,Data00000179,1024,14239,4
14400,SUCCESS,Data00000188,1024,14234,4
14400,SUCCESS,Data00000204,1024,14233,4
14400,SUCCESS,Data00000140,1024,14233,4
14400,SUCCESS,Data00000156,1024,14231,4
14400,SUCCESS,Data00000147,1024,14226,4
14400,SUCCESS,Data00000148,1024,14224,4
14400,SUCCESS,Data00000205,1024,14222,4
14400,SUCCESS,Data00000220,1024,14400,4
14400,SUCCESS,Data00000212,1024,14400,4
14400,SUCCESS,Data00000206,1024,14400,4
14400,SUCCESS,Data00000265,1024,14400,4
14400,SUCCESS,Data00000275,1024,14400,4
14400,SUCCESS,Data00000256,1024,14400,4
14400,SUCCESS,Data00000250,1024,14400,4
14400,SUCCESS,Data00000242,1024,14400,4
14400,SUCCESS,Data00000226,1024,14400,4
14400,SUCCESS,Data00000233,1024,14400,4
14400,SUCCESS,Data00000257,1024,14399,4
14400,SUCCESS,Data00000258,1024,14396,4
14400,SUCCESS,Data00000221,1024,14384,4
14400,SUCCESS,Data00000259,1024,14383,4
14400,SUCCESS,Data00000243,1024,14381,4
14400,SUCCESS,Data00000276,1024,14380,4
14400,SUCCESS,Data00000213,1024,14376,4
14400,SUCCESS,Data00000207,1024,14376,4
14400,SUCCESS,Data00000251,1024,14375,4
14400,SUCCESS,Data00000260,1024,14373,4
14400,SUCCESS,Data00000244,1024,14364,4
14400,SUCCESS,Data00000234,1024,14362,4
14400,SUCCESS,Data00000266,1024,14357,4
14400,SUCCESS,Data00000227,1024,14357,4
14400,SUCCESS,Data00000245,1024,14355,4
14400,SUCCESS,Data00000235,1024,14354,4
14400,SUCCESS,Data00000268,1024,14354,4
14400,SUCCESS,Data00000267,1024,14354,4
14400,SUCCESS,Data00000228,1024,14353,4
14400,SUCCESS,Data00000229,1024,14346,4
14400,SUCCESS,Data00000261,1024,14346,4
14400,SUCCESS,Data00000208,1024,14336,4
14400,SUCCESS,Data00000236,1024,14331,4
14400,SUCCESS,Data00000209,1024,14331,4
14400,SUCCESS,Data00000269,1024,14329,4
14400,SUCCESS,Data00000214,1024,14327,4
14400,SUCCESS,Data00000222,1024,14327,4
14400,SUCCESS,Data00000252,1024,14325,4
14400,SUCCESS,Data00000277,1024,14323,4
14400,SUCCESS,Data00000230,1024,14322,4
14400,SUCCESS,Data00000270,1024,14322,4
14400,SUCCESS,Data00000246,1024,14320,4
14400,SUCCESS,Data00000237,1024,14316,4
14400,SUCCESS,Data00000215,1024,14312,4
14400,SUCCESS,Data00000238,1024,14306,4
14400,SUCCESS,Data00000253,1024,14301,4
14400,SUCCESS,Data00000271,1024,14300,4
14400,SUCCESS,Data00000262,1024,14291,4
14400,SUCCESS,Data00000239,1024,14289,4
14400,SUCCESS,Data00000216,1024,14285,4
14400,SUCCESS,Data00000223,1024,14280,4
14400,SUCCESS,Data00000217,1024,14280,4
14400,SUCCESS,Data00000247,1024,14278,4
14400,SUCCESS,Data00000210,1024,14277,4
14400,SUCCESS,Data00000272,1024,14271,4
14400,SUCCESS,Data00000218,1024,14271,4
14400,SUCCESS,Data00000273,1024,14267,4
14400,SUCCESS,Data00000278,1024,14264,4
14400,SUCCESS,Data00000231,1024,14263,4
14400,SUCCESS,Data00000254,1024,14256,4
14400,SUCCESS,Data00000240,1024,14256,4
14400,SUCCESS,Data00000274,1024,14256,4
14400,SUCCESS,Data00000224,1024,14255,4
14400,SUCCESS,Data00000241,1024,14247,4
14400,SUCCESS,Data00000263,1024,14243,4
14400,SUCCESS,Data00000219,1024,14239,4
14400,SUCCESS,Data00000248,1024,14237,4
14400,SUCCESS,Data00000249,1024,14233,4
14400,SUCCESS,Data00000225,1024,14233,4
14400,SUCCESS,Data00000264,1024,14232,4
14400,SUCCESS,Data00000232,1024,14228,4
14400,SUCCESS,Data00000211,1024,14223,4
14400,SUCCESS,Data00000255,1024,14223,4
14400,SUCCESS,Data00000279,1024,14223,4
19800,SUCCESS,Data00000124,1024,19800,4
19800,SUCCESS,Data00000117,1024,19800,4
19800,SUCCESS,Data00000106,1024,19800,4
19800,SUCCESS,Data00000101,1024,19800,4
19800,SUCCESS,Data00000092,1024,19800,4
19800,SUCCESS,Data00000087,1024,19800,4
19800,SUCCESS,Data00000079,1024,19800,4
19800,SUCCESS,Data00000073,1024,19800,4
19800,SUCCESS,Data00000067,1024,19800,4
19800,SUCCESS,Data00000060,1024,19800,4
19800,SUCCESS,Data00000061,1024,19797,4
19800,SUCCESS,Data00000068,1024,19789,4
19800,SUCCESS,Data00000107,1024,19789,4
19800,SUCCESS,Data00000093,1024,19787,4
19800,SUCCESS,Data00000094,1024,19782,4
19800,SUCCESS,Data00000108,1024,19782,4
19800,SUCCESS,Data00000069,1024,19771,4
19800,SUCCESS,Data00000062,1024,19767,4
19800,SUCCESS,Data00000109,1024,19763,4
19800,SUCCESS,Data00000095,1024,19762,4
19800,SUCCESS,Data00000125,1024,19759,4
19800,SUCCESS,Data00000074,1024,19758,4
19800,SUCCESS,Data00000080,1024,19757,4
19800,SUCCESS,Data00000118,1024,19756,4
19800,SUCCESS,Data00000075,1024,19754,4
19800,SUCCESS,Data00000088,1024,19753,4
19800,SUCCESS,Data00000102,1024,19752,4
19800,SUCCESS,Data00000110,1024,19744,4
19800,SUCCESS,Data00000089,1024,19740,4
19800,SUCCESS,Data00000063,1024,19737,4
19800,SUCCESS,Data00000119,1024,19737,4
19800,SUCCESS,Data00000126,1024,19737,4
19800,SUCCESS,Data00000070,1024,19735,4
19800,SUCCESS,Data00000096,1024,19728,4
19800,SUCCESS,Data00000081,1024,19727,4
19800,SUCCESS,Data00000120,1024,19726,4
19800,SUCCESS,Data00000082,1024,19722,4
19800,SUCCESS,Data00000083,1024,19721,4
19800,SUCCESS,Data00000111,1024,19721,4
19800,SUCCESS,Data00000127,1024,19719,4
19800,SUCCESS,Data00000128,1024,19718,4
19800,SUCCESS,Data00000064,1024,19717,4
19800,SUCCESS,Data00000084,1024,19713,4
19800,SUCCESS,Data00000076,1024,19711,4
19800,SUCCESS,Data00000112,1024,19710,4
19800,SUCCESS,Data00000121,1024,19699,4
19800,SUCCESS,Data00000103,1024,19696,4
19800,SUCCESS,Data00000097,1024,19693,4
19800,SUCCESS,Data00000090,1024,19690,4
19800,SUCCESS,Data00000113,1024,19683,4
19800,SUCCESS,Data00000122,1024,19681,4
19800,SUCCESS,Data00000098,1024,19678,4
19800,SUCCESS,Data00000071,1024,19678,4
19800,SUCCESS,Data00000085,1024,19674,4
19800,SUCCESS,Data00000065,1024,19671,4
19800,SUCCESS,Data00000129,1024,19664,4
19800,SUCCESS,Data00000099,1024,19663,4
19800,SUCCESS,Data00000130,1024,19659,4
19800,SUCCESS,Data00000072,1024,19658,4
19800,SUCCESS,Data00000077,1024,19656,4
19800,SUCCESS,Data00000114,1024,19653,4
19800,SUCCESS,Data00000123,1024,19652,4
19800,SUCCESS,Data00000066,1024,19645,4
19800,SUCCESS,Data00000104,1024,19644,4
19800,SUCCESS,Data00000115,1024,19644,4
19800,SUCCESS,Data00000091,1024,19640,4
19800,SUCCESS,Data00000086,1024,19632,4
19800,SUCCESS,Data00000078,1024,19630,4
19800,SUCCESS,Data00000131,1024,19628,4
19800,SUCCESS,Data00000116,1024,19622,4
19800,SUCCESS,Data00000105,1024,19621,4
19800,SUCCESS,Data00000100,1024,19621,4
