14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14391,4
14400,14390,4
14400,14389,4
14400,14376,4
14400,14376,4
14400,14373,4
14400,14372,4
14400,14370,4
14400,14368,4
14400,14362,4
14400,14358,4
14400,14356,4
14400,14351,4
14400,14340,4
14400,14336,4
14400,14333,4
14400,14331,4
14400,14331,4
14400,14331,4
14400,14330,4
14400,14329,4
14400,14328,4
14400,14327,4
14400,14327,4
14400,14322,4
14400,14320,4
14400,14315,4
14400,14311,4
14400,14307,4
14400,14306,4
14400,14303,4
14400,14295,4
14400,14295,4
14400,14293,4
14400,14292,4
14400,14286,4
14400,14285,4
14400,14282,4
14400,14279,4
14400,14277,4
14400,14276,4
14400,14275,4
14400,14273,4
14400,14271,4
14400,14268,4
14400,14268,4
14400,14267,4
14400,14260,4
14400,14260,4
14400,14259,4
14400,14249,4
14400,14249,4
14400,14244,4
14400,14242,4
14400,14241,4
14400,14240,4
14400,14239,4
14400,14234,4
14400,14233,4
14400,14233,4
14400,14231,4
14400,14226,4
14400,14224,4
14400,14222,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14400,4
14400,14399,4
14400,14396,4
14400,14384,4
14400,14383,4
14400,14381,4
14400,14380,4
14400,14376,4
14400,14376,4
14400,14375,4
14400,14373,4
14400,14364,4
14400,14362,4
14400,14357,4
14400,14357,4
14400,14355,4
14400,14354,4
14400,14354,4
14400,14354,4
14400,14353,4
14400,14346,4
14400,14346,4
14400,14336,4
14400,14331,4
14400,14331,4
14400,14329,4
14400,14327,4
14400,14327,4
14400,14325,4
14400,14323,4
14400,14322,4
14400,14322,4
14400,14320,4
14400,14316,4
14400,14312,4
14400,14306,4
14400,14301,4
14400,14300,4
14400,14291,4
14400,14289,4
14400,14285,4
14400,14280,4
14400,14280,4
14400,14278,4
14400,14277,4
14400,14271,4
14400,14271,4
14400,14267,4
14400,14264,4
14400,14263,4
14400,14256,4
14400,14256,4
14400,14256,4
14400,14255,4
14400,14247,4
14400,14243,4
14400,14239,4
14400,14237,4
14400,14233,4
14400,14233,4
14400,14232,4
14400,14228,4
14400,14223,4
14400,14223,4
14400,14223,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19800,4
19800,19797,4
19800,19789,4
19800,19789,4
19800,19787,4
19800,19782,4
19800,19782,4
19800,19771,4
19800,19767,4
19800,19763,4
19800,19762,4
19800,19759,4
19800,19758,4
19800,19757,4
19800,19756,4
19800,19754,4
19800,19753,4
19800,19752,4
19800,19744,4
19800,19740,4
19800,19737,4
19800,19737,4
19800,19737,4
19800,19735,4
19800,19728,4
19800,19727,4
19800,19726,4
19800,19722,4
19800,19721,4
19800,19721,4
19800,19719,4
19800,19718,4
19800,19717,4
19800,19713,4
19800,19711,4
19800,19710,4
19800,19699,4
19800,19696,4
19800,19693,4
19800,19690,4
19800,19683,4
19800,19681,4
19800,19678,4
19800,19678,4
19800,19674,4
19800,19671,4
19800,19664,4
19800,19663,4
19800,19659,4
19800,19658,4
19800,19656,4
19800,19653,4
19800,19652,4
19800,19645,4
19800,19644,4
19800,19644,4
19800,19640,4
19800,19632,4
19800,19630,4
19800,19628,4
19800,19622,4
19800,19621,4
19800,19621,4
